municipality_code,municipality_name,issue_year,numerator_period_start,numerator_period_end,reported_lyme_cases,population_total_on_1_january,incidence_per_100000,denominator_status
154,Dobje,2024,2024-01-01,2024-12-30,1,970,103.0927835052,valid
155,Dobrna,2016,2016-01-04,2016-12-26,0,2192,0,valid
155,Dobrna,2017,2017-01-02,2017-12-25,0,2226,0,valid
155,Dobrna,2018,2018-01-01,2018-12-31,1,2208,45.2898550725,valid
155,Dobrna,2019,2019-01-07,2019-12-30,2,2226,89.8472596586,valid
155,Dobrna,2020,2020-01-06,2020-12-28,5,2234,223.8137869293,valid
155,Dobrna,2021,2021-01-04,2021-12-27,0,2250,0,valid
155,Dobrna,2022,2022-01-03,2022-12-26,1,2277,43.9174352218,valid
155,Dobrna,2023,2023-01-02,2023-12-25,0,2297,0,valid
155,Dobrna,2024,2024-01-01,2024-12-30,2,2313,86.4677907479,valid
156,Dobrovnik,2016,2016-01-04,2016-12-26,4,1277,313.2341425215,valid
156,Dobrovnik,2017,2017-01-02,2017-12-25,4,1274,313.9717425432,valid
156,Dobrovnik,2018,2018-01-01,2018-12-31,3,1291,232.3780015492,valid
156,Dobrovnik,2019,2019-01-07,2019-12-30,2,1284,155.7632398754,valid
156,Dobrovnik,2020,2020-01-06,2020-12-28,1,1284,77.8816199377,valid
156,Dobrovnik,2021,2021-01-04,2021-12-27,2,1293,154.6790409899,valid
156,Dobrovnik,2022,2022-01-03,2022-12-26,1,1263,79.1765637371,valid
156,Dobrovnik,2023,2023-01-02,2023-12-25,2,1254,159.4896331738,valid
156,Dobrovnik,2024,2024-01-01,2024-12-30,0,1258,0,valid
157,Dolenjske Toplice,2016,2016-01-04,2016-12-26,7,3407,205.4593484004,valid
157,Dolenjske Toplice,2017,2017-01-02,2017-12-25,7,3447,203.075137801,valid
157,Dolenjske Toplice,2018,2018-01-01,2018-12-31,22,3436,640.2793946449,valid
157,Dolenjske Toplice,2019,2019-01-07,2019-12-30,7,3489,200.6305531671,valid
157,Dolenjske Toplice,2020,2020-01-06,2020-12-28,21,3553,591.049817056,valid
157,Dolenjske Toplice,2021,2021-01-04,2021-12-27,4,3593,111.3275814083,valid
157,Dolenjske Toplice,2022,2022-01-03,2022-12-26,4,3589,111.4516578434,valid
157,Dolenjske Toplice,2023,2023-01-02,2023-12-25,2,3611,55.3863195791,valid
157,Dolenjske Toplice,2024,2024-01-01,2024-12-30,3,3618,82.9187396352,valid
158,Grad,2016,2016-01-04,2016-12-26,16,2166,738.6888273315,valid
158,Grad,2017,2017-01-02,2017-12-25,10,2110,473.9336492891,valid
158,Grad,2018,2018-01-01,2018-12-31,10,2105,475.0593824228,valid
158,Grad,2019,2019-01-07,2019-12-30,5,2076,240.8477842004,valid
158,Grad,2020,2020-01-06,2020-12-28,13,2042,636.6307541626,valid
158,Grad,2021,2021-01-04,2021-12-27,7,2087,335.409678965,valid
158,Grad,2022,2022-01-03,2022-12-26,7,2063,339.3116820165,valid
158,Grad,2023,2023-01-02,2023-12-25,4,2005,199.5012468828,valid
158,Grad,2024,2024-01-01,2024-12-30,4,1985,201.5113350126,valid
159,Hajdina,2016,2016-01-04,2016-12-26,1,3712,26.9396551724,valid
159,Hajdina,2017,2017-01-02,2017-12-25,7,3747,186.8161195623,valid
159,Hajdina,2018,2018-01-01,2018-12-31,11,3745,293.7249666222,valid
159,Hajdina,2019,2019-01-07,2019-12-30,6,3797,158.0194890703,valid
159,Hajdina,2020,2020-01-06,2020-12-28,7,3879,180.4588811549,valid
159,Hajdina,2021,2021-01-04,2021-12-27,0,3938,0,valid
159,Hajdina,2022,2022-01-03,2022-12-26,4,3873,103.2791117996,valid
159,Hajdina,2023,2023-01-02,2023-12-25,2,3897,51.3215293816,valid
159,Hajdina,2024,2024-01-01,2024-12-30,2,4001,49.9875031242,valid
160,Hoče-Slivnica,2016,2016-01-04,2016-12-26,23,11273,204.0273219196,valid
160,Hoče-Slivnica,2017,2017-01-02,2017-12-25,26,11285,230.394328755,valid
160,Hoče-Slivnica,2018,2018-01-01,2018-12-31,38,11415,332.8953131844,valid
160,Hoče-Slivnica,2019,2019-01-07,2019-12-30,22,11768,186.9476546567,valid
160,Hoče-Slivnica,2020,2020-01-06,2020-12-28,33,11753,280.7793754786,valid
160,Hoče-Slivnica,2021,2021-01-04,2021-12-27,10,11720,85.3242320819,valid
160,Hoče-Slivnica,2022,2022-01-03,2022-12-26,17,11723,145.0140748955,valid
160,Hoče-Slivnica,2023,2023-01-02,2023-12-25,13,11885,109.3815734119,valid
160,Hoče-Slivnica,2024,2024-01-01,2024-12-30,11,11981,91.8120357232,valid
161,Hodoš,2016,2016-01-04,2016-12-26,1,375,266.6666666667,valid
161,Hodoš,2017,2017-01-02,2017-12-25,2,367,544.9591280654,valid
161,Hodoš,2018,2018-01-01,2018-12-31,2,362,552.4861878453,valid
161,Hodoš,2019,2019-01-07,2019-12-30,1,354,282.4858757062,valid
161,Hodoš,2020,2020-01-06,2020-12-28,1,353,283.2861189802,valid
161,Hodoš,2021,2021-01-04,2021-12-27,0,369,0,valid
161,Hodoš,2022,2022-01-03,2022-12-26,0,362,0,valid
161,Hodoš,2023,2023-01-02,2023-12-25,0,357,0,valid
161,Hodoš,2024,2024-01-01,2024-12-30,0,346,0,valid
162,Horjul,2016,2016-01-04,2016-12-26,9,2970,303.0303030303,valid
162,Horjul,2017,2017-01-02,2017-12-25,12,2980,402.6845637584,valid
162,Horjul,2018,2018-01-01,2018-12-31,26,3017,861.7832283726,valid
162,Horjul,2019,2019-01-07,2019-12-30,15,3016,497.3474801061,valid
162,Horjul,2020,2020-01-06,2020-12-28,34,3024,1124.3386243386,valid
162,Horjul,2021,2021-01-04,2021-12-27,6,2985,201.0050251256,valid
162,Horjul,2022,2022-01-03,2022-12-26,7,3006,232.8675981371,valid
162,Horjul,2023,2023-01-02,2023-12-25,7,3024,231.4814814815,valid
162,Horjul,2024,2024-01-01,2024-12-30,11,3044,361.3666228647,valid
163,Jezersko,2016,2016-01-04,2016-12-26,1,624,160.2564102564,valid
163,Jezersko,2017,2017-01-02,2017-12-25,3,625,480,valid
163,Jezersko,2018,2018-01-01,2018-12-31,2,629,317.9650238474,valid
163,Jezersko,2019,2019-01-07,2019-12-30,2,634,315.4574132492,valid
163,Jezersko,2020,2020-01-06,2020-12-28,3,625,480,valid
163,Jezersko,2021,2021-01-04,2021-12-27,1,666,150.1501501502,valid
163,Jezersko,2022,2022-01-03,2022-12-26,3,667,449.7751124438,valid
163,Jezersko,2023,2023-01-02,2023-12-25,4,671,596.1251862891,valid
163,Jezersko,2024,2024-01-01,2024-12-30,0,662,0,valid
164,Komenda,2016,2016-01-04,2016-12-26,8,6001,133.3111148142,valid
164,Komenda,2017,2017-01-02,2017-12-25,4,6108,65.4878847413,valid
164,Komenda,2018,2018-01-01,2018-12-31,13,6192,209.9483204134,valid
164,Komenda,2019,2019-01-07,2019-12-30,7,6268,111.678366305,valid
164,Komenda,2020,2020-01-06,2020-12-28,13,6387,203.5384374511,valid
164,Komenda,2021,2021-01-04,2021-12-27,4,6444,62.0732464308,valid
164,Komenda,2022,2022-01-03,2022-12-26,3,6482,46.2820117248,valid
164,Komenda,2023,2023-01-02,2023-12-25,0,6643,0,valid
164,Komenda,2024,2024-01-01,2024-12-30,4,6739,59.3559875352,valid
165,Kostel,2016,2016-01-04,2016-12-26,1,641,156.0062402496,valid
165,Kostel,2017,2017-01-02,2017-12-25,5,640,781.25,valid
165,Kostel,2018,2018-01-01,2018-12-31,3,637,470.9576138148,valid
165,Kostel,2019,2019-01-07,2019-12-30,0,639,0,valid
165,Kostel,2020,2020-01-06,2020-12-28,0,635,0,valid
165,Kostel,2021,2021-01-04,2021-12-27,0,691,0,valid
165,Kostel,2022,2022-01-03,2022-12-26,0,678,0,valid
165,Kostel,2023,2023-01-02,2023-12-25,1,621,161.0305958132,valid
165,Kostel,2024,2024-01-01,2024-12-30,1,624,160.2564102564,valid
166,Križevci,2016,2016-01-04,2016-12-26,16,3618,442.2332780542,valid
166,Križevci,2017,2017-01-02,2017-12-25,17,3613,470.5231109881,valid
166,Križevci,2018,2018-01-01,2018-12-31,32,3568,896.8609865471,valid
166,Križevci,2019,2019-01-07,2019-12-30,22,3560,617.9775280899,valid
166,Križevci,2020,2020-01-06,2020-12-28,34,3537,961.2666101216,valid
166,Križevci,2021,2021-01-04,2021-12-27,35,3549,986.1932938856,valid
166,Križevci,2022,2022-01-03,2022-12-26,22,3536,622.1719457014,valid
166,Križevci,2023,2023-01-02,2023-12-25,4,3564,112.2334455668,valid
166,Križevci,2024,2024-01-01,2024-12-30,1,3536,28.2805429864,valid
167,Lovrenc na Pohorju,2016,2016-01-04,2016-12-26,3,3088,97.1502590674,valid
167,Lovrenc na Pohorju,2017,2017-01-02,2017-12-25,4,3055,130.9328968903,valid
167,Lovrenc na Pohorju,2018,2018-01-01,2018-12-31,3,3014,99.5355009954,valid
167,Lovrenc na Pohorju,2019,2019-01-07,2019-12-30,4,2979,134.2732460557,valid
167,Lovrenc na Pohorju,2020,2020-01-06,2020-12-28,5,2963,168.7478906514,valid
167,Lovrenc na Pohorju,2021,2021-01-04,2021-12-27,1,2988,33.4672021419,valid
167,Lovrenc na Pohorju,2022,2022-01-03,2022-12-26,3,2958,101.4198782961,valid
167,Lovrenc na Pohorju,2023,2023-01-02,2023-12-25,4,2944,135.8695652174,valid
167,Lovrenc na Pohorju,2024,2024-01-01,2024-12-30,9,2951,304.9813622501,valid
168,Markovci,2016,2016-01-04,2016-12-26,6,4011,149.588631264,valid
168,Markovci,2017,2017-01-02,2017-12-25,8,4012,199.4017946162,valid
168,Markovci,2018,2018-01-01,2018-12-31,6,3999,150.0375093773,valid
168,Markovci,2019,2019-01-07,2019-12-30,1,4014,24.9128051819,valid
168,Markovci,2020,2020-01-06,2020-12-28,6,4039,148.5516216885,valid
168,Markovci,2021,2021-01-04,2021-12-27,5,4025,124.2236024845,valid
168,Markovci,2022,2022-01-03,2022-12-26,1,4022,24.8632521134,valid
168,Markovci,2023,2023-01-02,2023-12-25,0,4102,0,valid
168,Markovci,2024,2024-01-01,2024-12-30,3,4090,73.3496332518,valid
169,Miklavž na Dravskem polju,2016,2016-01-04,2016-12-26,14,6525,214.5593869732,valid
169,Miklavž na Dravskem polju,2017,2017-01-02,2017-12-25,15,6566,228.4495887907,valid
169,Miklavž na Dravskem polju,2018,2018-01-01,2018-12-31,26,6553,396.7648405311,valid
169,Miklavž na Dravskem polju,2019,2019-01-07,2019-12-30,23,6744,341.043890866,valid
169,Miklavž na Dravskem polju,2020,2020-01-06,2020-12-28,20,6929,288.6419396738,valid
169,Miklavž na Dravskem polju,2021,2021-01-04,2021-12-27,9,6996,128.6449399657,valid
169,Miklavž na Dravskem polju,2022,2022-01-03,2022-12-26,11,7045,156.1391057488,valid
169,Miklavž na Dravskem polju,2023,2023-01-02,2023-12-25,2,7147,27.9837694137,valid
169,Miklavž na Dravskem polju,2024,2024-01-01,2024-12-30,7,7189,97.3709834469,valid
170,Mirna Peč,2016,2016-01-04,2016-12-26,6,2911,206.1147372037,valid
170,Mirna Peč,2017,2017-01-02,2017-12-25,7,2933,238.6634844869,valid
170,Mirna Peč,2018,2018-01-01,2018-12-31,19,2962,641.4584740041,valid
170,Mirna Peč,2019,2019-01-07,2019-12-30,3,2974,100.8742434432,valid
170,Mirna Peč,2020,2020-01-06,2020-12-28,13,2988,435.0736278447,valid
170,Mirna Peč,2021,2021-01-04,2021-12-27,4,3034,131.8391562294,valid
170,Mirna Peč,2022,2022-01-03,2022-12-26,2,3077,64.9983750406,valid
170,Mirna Peč,2023,2023-01-02,2023-12-25,1,3130,31.9488817891,valid
170,Mirna Peč,2024,2024-01-01,2024-12-30,9,3192,281.954887218,valid
171,Oplotnica,2016,2016-01-04,2016-12-26,1,4076,24.5338567223,valid
171,Oplotnica,2017,2017-01-02,2017-12-25,9,4099,219.5657477434,valid
171,Oplotnica,2018,2018-01-01,2018-12-31,6,4100,146.3414634146,valid
171,Oplotnica,2019,2019-01-07,2019-12-30,3,4118,72.8508984944,valid
171,Oplotnica,2020,2020-01-06,2020-12-28,1,4137,24.1721053904,valid
171,Oplotnica,2021,2021-01-04,2021-12-27,2,4154,48.1463649494,valid
171,Oplotnica,2022,2022-01-03,2022-12-26,6,4131,145.2432824982,valid
171,Oplotnica,2023,2023-01-02,2023-12-25,2,4146,48.2392667631,valid
171,Oplotnica,2024,2024-01-01,2024-12-30,7,4176,167.6245210728,valid
172,Podlehnik,2016,2016-01-04,2016-12-26,4,1818,220.0220022002,valid
172,Podlehnik,2017,2017-01-02,2017-12-25,2,1880,106.3829787234,valid
172,Podlehnik,2018,2018-01-01,2018-12-31,3,1865,160.8579088472,valid
172,Podlehnik,2019,2019-01-07,2019-12-30,1,1817,55.0357732526,valid
172,Podlehnik,2020,2020-01-06,2020-12-28,0,1801,0,valid
172,Podlehnik,2021,2021-01-04,2021-12-27,2,1853,107.9330814895,valid
172,Podlehnik,2022,2022-01-03,2022-12-26,3,1844,162.6898047722,valid
172,Podlehnik,2023,2023-01-02,2023-12-25,1,1819,54.9752611325,valid
172,Podlehnik,2024,2024-01-01,2024-12-30,0,1831,0,valid
173,Polzela,2016,2016-01-04,2016-12-26,10,6135,162.9991850041,valid
173,Polzela,2017,2017-01-02,2017-12-25,11,6176,178.1088082902,valid
173,Polzela,2018,2018-01-01,2018-12-31,15,6172,243.0330524951,valid
173,Polzela,2019,2019-01-07,2019-12-30,10,6191,161.5247940559,valid
173,Polzela,2020,2020-01-06,2020-12-28,23,6258,367.5295621604,valid
173,Polzela,2021,2021-01-04,2021-12-27,8,6321,126.5622528081,valid
173,Polzela,2022,2022-01-03,2022-12-26,8,6386,125.2740369558,valid
173,Polzela,2023,2023-01-02,2023-12-25,14,6410,218.4087363495,valid
173,Polzela,2024,2024-01-01,2024-12-30,2,6469,30.9166795486,valid
174,Prebold,2016,2016-01-04,2016-12-26,9,5007,179.7483523068,valid
174,Prebold,2017,2017-01-02,2017-12-25,11,5067,217.0909808565,valid
174,Prebold,2018,2018-01-01,2018-12-31,19,5068,374.9013417522,valid
174,Prebold,2019,2019-01-07,2019-12-30,5,5084,98.3477576711,valid
174,Prebold,2020,2020-01-06,2020-12-28,10,5103,195.9631589261,valid
174,Prebold,2021,2021-01-04,2021-12-27,0,5210,0,valid
174,Prebold,2022,2022-01-03,2022-12-26,6,5302,113.1648434553,valid
174,Prebold,2023,2023-01-02,2023-12-25,1,5343,18.7160771102,valid
174,Prebold,2024,2024-01-01,2024-12-30,2,5329,37.530493526,valid
175,Prevalje,2016,2016-01-04,2016-12-26,13,6763,192.2223865149,valid
175,Prevalje,2017,2017-01-02,2017-12-25,16,6753,236.9317340441,valid
175,Prevalje,2018,2018-01-01,2018-12-31,23,6797,338.384581433,valid
175,Prevalje,2019,2019-01-07,2019-12-30,8,6794,117.7509567265,valid
175,Prevalje,2020,2020-01-06,2020-12-28,39,6799,573.6137667304,valid
175,Prevalje,2021,2021-01-04,2021-12-27,9,6800,132.3529411765,valid
175,Prevalje,2022,2022-01-03,2022-12-26,15,6732,222.816399287,valid
175,Prevalje,2023,2023-01-02,2023-12-25,4,6798,58.8408355399,valid
175,Prevalje,2024,2024-01-01,2024-12-30,12,6737,178.1208252932,valid
176,Razkrižje,2016,2016-01-04,2016-12-26,6,1278,469.4835680751,valid
176,Razkrižje,2017,2017-01-02,2017-12-25,5,1289,387.8975950349,valid
176,Razkrižje,2018,2018-01-01,2018-12-31,13,1268,1025.2365930599,valid
176,Razkrižje,2019,2019-01-07,2019-12-30,9,1265,711.4624505929,valid
176,Razkrižje,2020,2020-01-06,2020-12-28,5,1277,391.5426781519,valid
176,Razkrižje,2021,2021-01-04,2021-12-27,6,1265,474.3083003953,valid
176,Razkrižje,2022,2022-01-03,2022-12-26,9,1237,727.5666936136,valid
176,Razkrižje,2023,2023-01-02,2023-12-25,0,1233,0,valid
176,Razkrižje,2024,2024-01-01,2024-12-30,1,1232,81.1688311688,valid
177,Ribnica na Pohorju,2016,2016-01-04,2016-12-26,4,1180,338.9830508475,valid
177,Ribnica na Pohorju,2017,2017-01-02,2017-12-25,2,1179,169.6352841391,valid
177,Ribnica na Pohorju,2018,2018-01-01,2018-12-31,7,1148,609.756097561,valid
177,Ribnica na Pohorju,2019,2019-01-07,2019-12-30,3,1128,265.9574468085,valid
177,Ribnica na Pohorju,2020,2020-01-06,2020-12-28,12,1116,1075.2688172043,valid
177,Ribnica na Pohorju,2021,2021-01-04,2021-12-27,6,1142,525.3940455342,valid
177,Ribnica na Pohorju,2022,2022-01-03,2022-12-26,9,1141,788.7817703769,valid
177,Ribnica na Pohorju,2023,2023-01-02,2023-12-25,3,1099,272.9754322111,valid
177,Ribnica na Pohorju,2024,2024-01-01,2024-12-30,5,1085,460.8294930876,valid
178,Selnica ob Dravi,2016,2016-01-04,2016-12-26,11,4522,243.2551968156,valid
178,Selnica ob Dravi,2017,2017-01-02,2017-12-25,12,4470,268.4563758389,valid
178,Selnica ob Dravi,2018,2018-01-01,2018-12-31,9,4480,200.8928571429,valid
178,Selnica ob Dravi,2019,2019-01-07,2019-12-30,5,4494,111.2594570538,valid
178,Selnica ob Dravi,2020,2020-01-06,2020-12-28,16,4493,356.1095036724,valid
178,Selnica ob Dravi,2021,2021-01-04,2021-12-27,4,4562,87.6808417361,valid
178,Selnica ob Dravi,2022,2022-01-03,2022-12-26,7,4513,155.1074673166,valid
178,Selnica ob Dravi,2023,2023-01-02,2023-12-25,6,4473,134.1381623072,valid
178,Selnica ob Dravi,2024,2024-01-01,2024-12-30,6,4469,134.2582233162,valid
179,Sodražica,2016,2016-01-04,2016-12-26,1,2186,45.7456541629,valid
179,Sodražica,2017,2017-01-02,2017-12-25,3,2184,137.3626373626,valid
179,Sodražica,2018,2018-01-01,2018-12-31,8,2171,368.4937816674,valid
179,Sodražica,2019,2019-01-07,2019-12-30,6,2177,275.6086357373,valid
179,Sodražica,2020,2020-01-06,2020-12-28,8,2185,366.1327231121,valid
179,Sodražica,2021,2021-01-04,2021-12-27,1,2249,44.4642063139,valid
179,Sodražica,2022,2022-01-03,2022-12-26,7,2269,308.5059497576,valid
179,Sodražica,2023,2023-01-02,2023-12-25,2,2284,87.5656742557,valid
179,Sodražica,2024,2024-01-01,2024-12-30,2,2308,86.6551126516,valid
180,Solčava,2016,2016-01-04,2016-12-26,4,514,778.2101167315,valid
180,Solčava,2017,2017-01-02,2017-12-25,4,521,767.754318618,valid
180,Solčava,2018,2018-01-01,2018-12-31,8,513,1559.4541910331,valid
180,Solčava,2019,2019-01-07,2019-12-30,4,514,778.2101167315,valid
180,Solčava,2020,2020-01-06,2020-12-28,16,513,3118.9083820663,valid
180,Solčava,2021,2021-01-04,2021-12-27,2,529,378.0718336484,valid
180,Solčava,2022,2022-01-03,2022-12-26,0,524,0,valid
180,Solčava,2023,2023-01-02,2023-12-25,0,511,0,valid
180,Solčava,2024,2024-01-01,2024-12-30,0,514,0,valid
181,Sveta Ana,2016,2016-01-04,2016-12-26,3,2319,129.3661060802,valid
181,Sveta Ana,2017,2017-01-02,2017-12-25,8,2309,346.4703334777,valid
181,Sveta Ana,2018,2018-01-01,2018-12-31,9,2286,393.7007874016,valid
181,Sveta Ana,2019,2019-01-07,2019-12-30,9,2285,393.8730853392,valid
181,Sveta Ana,2020,2020-01-06,2020-12-28,14,2294,610.2877070619,valid
181,Sveta Ana,2021,2021-01-04,2021-12-27,4,2323,172.1911321567,valid
181,Sveta Ana,2022,2022-01-03,2022-12-26,5,2326,214.9613069647,valid
181,Sveta Ana,2023,2023-01-02,2023-12-25,7,2326,300.9458297506,valid
181,Sveta Ana,2024,2024-01-01,2024-12-30,2,2360,84.7457627119,valid
182,Sveti Andraž v Slov. goricah,2016,2016-01-04,2016-12-26,2,1160,172.4137931034,valid
182,Sveti Andraž v Slov. goricah,2017,2017-01-02,2017-12-25,2,1143,174.978127734,valid
182,Sveti Andraž v Slov. goricah,2018,2018-01-01,2018-12-31,5,1157,432.1521175454,valid
182,Sveti Andraž v Slov. goricah,2019,2019-01-07,2019-12-30,2,1180,169.4915254237,valid
182,Sveti Andraž v Slov. goricah,2020,2020-01-06,2020-12-28,3,1180,254.2372881356,valid
182,Sveti Andraž v Slov. goricah,2021,2021-01-04,2021-12-27,0,1203,0,valid
182,Sveti Andraž v Slov. goricah,2022,2022-01-03,2022-12-26,0,1201,0,valid
182,Sveti Andraž v Slov. goricah,2023,2023-01-02,2023-12-25,1,1193,83.8222967309,valid
182,Sveti Andraž v Slov. goricah,2024,2024-01-01,2024-12-30,4,1196,334.4481605351,valid
183,Šempeter-Vrtojba,2016,2016-01-04,2016-12-26,11,6279,175.1871317089,valid
183,Šempeter-Vrtojba,2017,2017-01-02,2017-12-25,18,6244,288.2767456758,valid
183,Šempeter-Vrtojba,2018,2018-01-01,2018-12-31,27,6168,437.7431906615,valid
183,Šempeter-Vrtojba,2019,2019-01-07,2019-12-30,19,6234,304.7802374078,valid
183,Šempeter-Vrtojba,2020,2020-01-06,2020-12-28,24,6292,381.4367450731,valid
183,Šempeter-Vrtojba,2021,2021-01-04,2021-12-27,13,6292,206.6115702479,valid
183,Šempeter-Vrtojba,2022,2022-01-03,2022-12-26,19,6164,308.2414016872,valid
183,Šempeter-Vrtojba,2023,2023-01-02,2023-12-25,20,6175,323.8866396761,valid
183,Šempeter-Vrtojba,2024,2024-01-01,2024-12-30,15,6267,239.3489707994,valid
184,Tabor,2016,2016-01-04,2016-12-26,4,1645,243.1610942249,valid
184,Tabor,2017,2017-01-02,2017-12-25,3,1647,182.1493624772,valid
184,Tabor,2018,2018-01-01,2018-12-31,16,1668,959.2326139089,valid
184,Tabor,2019,2019-01-07,2019-12-30,3,1645,182.3708206687,valid
184,Tabor,2020,2020-01-06,2020-12-28,2,1669,119.8322348712,valid
184,Tabor,2021,2021-01-04,2021-12-27,0,1670,0,valid
184,Tabor,2022,2022-01-03,2022-12-26,1,1693,59.0667454223,valid
184,Tabor,2023,2023-01-02,2023-12-25,3,1735,172.9106628242,valid
184,Tabor,2024,2024-01-01,2024-12-30,0,1750,0,valid
185,Trnovska vas,2016,2016-01-04,2016-12-26,5,1341,372.8560775541,valid
185,Trnovska vas,2017,2017-01-02,2017-12-25,5,1371,364.69730124,valid
185,Trnovska vas,2018,2018-01-01,2018-12-31,5,1365,366.3003663004,valid
185,Trnovska vas,2019,2019-01-07,2019-12-30,3,1359,220.7505518764,valid
185,Trnovska vas,2020,2020-01-06,2020-12-28,4,1366,292.8257686676,valid
185,Trnovska vas,2021,2021-01-04,2021-12-27,5,1374,363.9010189229,valid
185,Trnovska vas,2022,2022-01-03,2022-12-26,3,1385,216.6064981949,valid
185,Trnovska vas,2023,2023-01-02,2023-12-25,1,1404,71.2250712251,valid
185,Trnovska vas,2024,2024-01-01,2024-12-30,3,1398,214.5922746781,valid
186,Trzin,2016,2016-01-04,2016-12-26,7,3889,179.9948572898,valid
186,Trzin,2017,2017-01-02,2017-12-25,9,3881,231.8989951044,valid
186,Trzin,2018,2018-01-01,2018-12-31,10,3869,258.4647195658,valid
186,Trzin,2019,2019-01-07,2019-12-30,3,3922,76.4915859255,valid
186,Trzin,2020,2020-01-06,2020-12-28,9,3940,228.4263959391,valid
186,Trzin,2021,2021-01-04,2021-12-27,4,3925,101.9108280255,valid
186,Trzin,2022,2022-01-03,2022-12-26,3,3900,76.9230769231,valid
186,Trzin,2023,2023-01-02,2023-12-25,8,3956,202.2244691608,valid
186,Trzin,2024,2024-01-01,2024-12-30,7,4073,171.8634912841,valid
187,Velika Polana,2016,2016-01-04,2016-12-26,6,1449,414.0786749482,valid
187,Velika Polana,2017,2017-01-02,2017-12-25,3,1443,207.9002079002,valid
187,Velika Polana,2018,2018-01-01,2018-12-31,2,1439,138.9854065323,valid
187,Velika Polana,2019,2019-01-07,2019-12-30,0,1416,0,valid
187,Velika Polana,2020,2020-01-06,2020-12-28,6,1392,431.0344827586,valid
187,Velika Polana,2021,2021-01-04,2021-12-27,6,1380,434.7826086957,valid
187,Velika Polana,2022,2022-01-03,2022-12-26,3,1387,216.2941600577,valid
187,Velika Polana,2023,2023-01-02,2023-12-25,1,1393,71.7875089734,valid
187,Velika Polana,2024,2024-01-01,2024-12-30,1,1394,71.7360114778,valid
188,Veržej,2016,2016-01-04,2016-12-26,2,1299,153.9645881447,valid
188,Veržej,2017,2017-01-02,2017-12-25,5,1315,380.2281368821,valid
188,Veržej,2018,2018-01-01,2018-12-31,3,1291,232.3780015492,valid
188,Veržej,2019,2019-01-07,2019-12-30,6,1288,465.8385093168,valid
188,Veržej,2020,2020-01-06,2020-12-28,7,1325,528.3018867925,valid
188,Veržej,2021,2021-01-04,2021-12-27,0,1344,0,valid
188,Veržej,2022,2022-01-03,2022-12-26,2,1371,145.878920496,valid
188,Veržej,2023,2023-01-02,2023-12-25,4,1368,292.3976608187,valid
188,Veržej,2024,2024-01-01,2024-12-30,1,1358,73.6377025037,valid
189,Vransko,2016,2016-01-04,2016-12-26,12,2599,461.7160446326,valid
189,Vransko,2017,2017-01-02,2017-12-25,8,2604,307.2196620584,valid
189,Vransko,2018,2018-01-01,2018-12-31,16,2602,614.9116064566,valid
189,Vransko,2019,2019-01-07,2019-12-30,3,2616,114.6788990826,valid
189,Vransko,2020,2020-01-06,2020-12-28,3,2624,114.3292682927,valid
189,Vransko,2021,2021-01-04,2021-12-27,0,2646,0,valid
189,Vransko,2022,2022-01-03,2022-12-26,1,2672,37.4251497006,valid
189,Vransko,2023,2023-01-02,2023-12-25,1,2683,37.2717107715,valid
189,Vransko,2024,2024-01-01,2024-12-30,5,2725,183.4862385321,valid
190,Žalec,2016,2016-01-04,2016-12-26,21,21306,98.5637848493,valid
190,Žalec,2017,2017-01-02,2017-12-25,28,21261,131.6965335591,valid
190,Žalec,2018,2018-01-01,2018-12-31,57,21243,268.3236830956,valid
190,Žalec,2019,2019-01-07,2019-12-30,27,21340,126.5229615745,valid
190,Žalec,2020,2020-01-06,2020-12-28,41,21492,190.7686581053,valid
190,Žalec,2021,2021-01-04,2021-12-27,14,21528,65.0315867707,valid
190,Žalec,2022,2022-01-03,2022-12-26,17,21477,79.1544442892,valid
190,Žalec,2023,2023-01-02,2023-12-25,11,21675,50.7497116494,valid
190,Žalec,2024,2024-01-01,2024-12-30,9,21788,41.3071415458,valid
191,Žetale,2016,2016-01-04,2016-12-26,4,1301,307.4558032283,valid
191,Žetale,2017,2017-01-02,2017-12-25,5,1300,384.6153846154,valid
191,Žetale,2018,2018-01-01,2018-12-31,3,1296,231.4814814815,valid
191,Žetale,2019,2019-01-07,2019-12-30,2,1293,154.6790409899,valid
191,Žetale,2020,2020-01-06,2020-12-28,1,1309,76.3941940413,valid
191,Žetale,2021,2021-01-04,2021-12-27,2,1303,153.4919416731,valid
191,Žetale,2022,2022-01-03,2022-12-26,0,1309,0,valid
191,Žetale,2023,2023-01-02,2023-12-25,0,1293,0,valid
191,Žetale,2024,2024-01-01,2024-12-30,2,1288,155.2795031056,valid
192,Žirovnica,2016,2016-01-04,2016-12-26,10,4381,228.2583884958,valid
192,Žirovnica,2017,2017-01-02,2017-12-25,13,4392,295.9927140255,valid
192,Žirovnica,2018,2018-01-01,2018-12-31,19,4411,430.7413284969,valid
192,Žirovnica,2019,2019-01-07,2019-12-30,17,4398,386.5393360618,valid
192,Žirovnica,2020,2020-01-06,2020-12-28,25,4394,568.9576695494,valid
192,Žirovnica,2021,2021-01-04,2021-12-27,10,4465,223.9641657335,valid
192,Žirovnica,2022,2022-01-03,2022-12-26,29,4479,647.4659522215,valid
192,Žirovnica,2023,2023-01-02,2023-12-25,13,4509,288.3122643602,valid
