statistical_region_code,statistical_region_name,issue_week,target_window_start,target_window_end,target_kme_cases_next_8w,population_exposure,population_year_min,population_year_max,offset_log_population_per_100000,seasonal_sin_annual,seasonal_cos_annual,past_8w_kme_cases_for_persistence_baseline,latest_past_case_week_used,past_cases_used_by_selected_model,weather_required_by_selected_model
11,GORIŠKA STATISTIČNA REGIJA,2015-05-18,2015-05-25,2015-07-13,1,118374,2014,2014,0.16867891775279603,0.705583610107178,-0.7086266782644596,0,2015-05-11,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,1,117133,2014,2014,0.15813985533292868,0.6152845999633276,-0.7883050558305255,1,2015-05-18,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,6,323328,2014,2014,1.1734971018598253,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,3,71546,2014,2014,-0.33482958650993744,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,4,254131,2014,2014,0.9326796961096366,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,2,58037,2014,2014,-0.5440894477986963,0.6152845999633276,-0.7883050558305255,1,2015-05-18,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,0,75680,2014,2014,-0.2786562612444685,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
07,JUGOVZHODNA SLOVENIJA,2015-05-25,2015-06-01,2015-07-20,3,142405,2014,2014,0.3535049247329101,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,10,531260,2014,2014,1.6700813576027864,0.6152845999633276,-0.7883050558305255,3,2015-05-18,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,6,203894,2014,2014,0.7124300649700509,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,1,52449,2014,2014,-0.6453289171044698,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-05-25,2015-06-01,2015-07-20,1,118374,2014,2014,0.16867891775279603,0.6152845999633276,-0.7883050558305255,0,2015-05-18,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,1,117133,2014,2014,0.15813985533292868,0.5160623910158528,-0.8565509959010036,1,2015-05-25,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,6,323328,2014,2014,1.1734971018598253,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,3,71546,2014,2014,-0.33482958650993744,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,5,254131,2014,2014,0.9326796961096366,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,2,58037,2014,2014,-0.5440894477986963,0.5160623910158528,-0.8565509959010036,1,2015-05-25,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,0,75680,2014,2014,-0.2786562612444685,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
07,JUGOVZHODNA SLOVENIJA,2015-06-01,2015-06-08,2015-07-27,3,142405,2014,2014,0.3535049247329101,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,8,531260,2014,2014,1.6700813576027864,0.5160623910158528,-0.8565509959010036,3,2015-05-25,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,4,203894,2014,2014,0.7124300649700509,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,1,52449,2014,2014,-0.6453289171044698,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-06-01,2015-06-08,2015-07-27,0,118374,2014,2014,0.16867891775279603,0.5160623910158528,-0.8565509959010036,0,2015-05-25,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,1,117133,2014,2014,0.15813985533292868,0.4093559588156213,-0.9123747579707273,1,2015-06-01,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,5,323328,2014,2014,1.1734971018598253,0.4093559588156213,-0.9123747579707273,0,2015-06-01,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,3,71546,2014,2014,-0.33482958650993744,0.4093559588156213,-0.9123747579707273,0,2015-06-01,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,5,254131,2014,2014,0.9326796961096366,0.4093559588156213,-0.9123747579707273,0,2015-06-01,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,1,58037,2014,2014,-0.5440894477986963,0.4093559588156213,-0.9123747579707273,1,2015-06-01,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,0,75680,2014,2014,-0.2786562612444685,0.4093559588156213,-0.9123747579707273,0,2015-06-01,false,false
07,JUGOVZHODNA SLOVENIJA,2015-06-08,2015-06-15,2015-08-03,3,142405,2014,2014,0.3535049247329101,0.4093559588156213,-0.9123747579707273,0,2015-06-01,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,7,531260,2014,2014,1.6700813576027864,0.4093559588156213,-0.9123747579707273,5,2015-06-01,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,4,203894,2014,2014,0.7124300649700509,0.4093559588156213,-0.9123747579707273,2,2015-06-01,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,1,52449,2014,2014,-0.6453289171044698,0.4093559588156213,-0.9123747579707273,0,2015-06-01,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-06-08,2015-06-15,2015-08-03,0,118374,2014,2014,0.16867891775279603,0.4093559588156213,-0.9123747579707273,1,2015-06-01,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,0,117133,2014,2014,0.15813985533292868,0.29671281927349075,-0.9549667548552551,1,2015-06-08,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,4,323328,2014,2014,1.1734971018598253,0.29671281927349075,-0.9549667548552551,1,2015-06-08,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,3,71546,2014,2014,-0.33482958650993744,0.29671281927349075,-0.9549667548552551,0,2015-06-08,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,5,254131,2014,2014,0.9326796961096366,0.29671281927349075,-0.9549667548552551,0,2015-06-08,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,1,58037,2014,2014,-0.5440894477986963,0.29671281927349075,-0.9549667548552551,1,2015-06-08,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,0,75680,2014,2014,-0.2786562612444685,0.29671281927349075,-0.9549667548552551,0,2015-06-08,false,false
07,JUGOVZHODNA SLOVENIJA,2015-06-15,2015-06-22,2015-08-10,3,142405,2014,2014,0.3535049247329101,0.29671281927349075,-0.9549667548552551,1,2015-06-08,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,7,531260,2014,2014,1.6700813576027864,0.29671281927349075,-0.9549667548552551,7,2015-06-08,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,4,203894,2014,2014,0.7124300649700509,0.29671281927349075,-0.9549667548552551,2,2015-06-08,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,1,52449,2014,2014,-0.6453289171044698,0.29671281927349075,-0.9549667548552551,0,2015-06-08,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-06-15,2015-06-22,2015-08-10,0,118374,2014,2014,0.16867891775279603,0.29671281927349075,-0.9549667548552551,1,2015-06-08,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,0,117133,2014,2014,0.15813985533292868,0.1797665857255624,-0.9837092937736097,2,2015-06-15,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,4,323328,2014,2014,1.1734971018598253,0.1797665857255624,-0.9837092937736097,2,2015-06-15,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,4,71546,2014,2014,-0.33482958650993744,0.1797665857255624,-0.9837092937736097,1,2015-06-15,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,3,254131,2014,2014,0.9326796961096366,0.1797665857255624,-0.9837092937736097,0,2015-06-15,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,1,58037,2014,2014,-0.5440894477986963,0.1797665857255624,-0.9837092937736097,1,2015-06-15,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,0,75680,2014,2014,-0.2786562612444685,0.1797665857255624,-0.9837092937736097,0,2015-06-15,false,false
07,JUGOVZHODNA SLOVENIJA,2015-06-22,2015-06-29,2015-08-17,3,142405,2014,2014,0.3535049247329101,0.1797665857255624,-0.9837092937736097,1,2015-06-15,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,6,531260,2014,2014,1.6700813576027864,0.1797665857255624,-0.9837092937736097,7,2015-06-15,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,2,203894,2014,2014,0.7124300649700509,0.1797665857255624,-0.9837092937736097,2,2015-06-15,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,1,52449,2014,2014,-0.6453289171044698,0.1797665857255624,-0.9837092937736097,0,2015-06-15,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-06-22,2015-06-29,2015-08-17,0,118374,2014,2014,0.16867891775279603,0.1797665857255624,-0.9837092937736097,1,2015-06-15,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,0,117133,2014,2014,0.15813985533292868,0.06021327736579302,-0.9981855344718586,2,2015-06-22,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,3,323328,2014,2014,1.1734971018598253,0.06021327736579302,-0.9981855344718586,2,2015-06-22,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,4,71546,2014,2014,-0.33482958650993744,0.06021327736579302,-0.9981855344718586,1,2015-06-22,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,2,254131,2014,2014,0.9326796961096366,0.06021327736579302,-0.9981855344718586,2,2015-06-22,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,1,58037,2014,2014,-0.5440894477986963,0.06021327736579302,-0.9981855344718586,1,2015-06-22,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,0,75680,2014,2014,-0.2786562612444685,0.06021327736579302,-0.9981855344718586,0,2015-06-22,false,false
07,JUGOVZHODNA SLOVENIJA,2015-06-29,2015-07-06,2015-08-24,3,142405,2014,2014,0.3535049247329101,0.06021327736579302,-0.9981855344718586,1,2015-06-22,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,5,531260,2014,2014,1.6700813576027864,0.06021327736579302,-0.9981855344718586,8,2015-06-22,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,1,203894,2014,2014,0.7124300649700509,0.06021327736579302,-0.9981855344718586,4,2015-06-22,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,1,52449,2014,2014,-0.6453289171044698,0.06021327736579302,-0.9981855344718586,0,2015-06-22,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-06-29,2015-07-06,2015-08-24,0,118374,2014,2014,0.16867891775279603,0.06021327736579302,-0.9981855344718586,1,2015-06-22,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,0,117133,2014,2014,0.15813985533292868,-0.060213277365792774,-0.9981855344718586,2,2015-06-29,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,2,323328,2014,2014,1.1734971018598253,-0.060213277365792774,-0.9981855344718586,3,2015-06-29,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,3,71546,2014,2014,-0.33482958650993744,-0.060213277365792774,-0.9981855344718586,1,2015-06-29,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,3,254131,2014,2014,0.9326796961096366,-0.060213277365792774,-0.9981855344718586,3,2015-06-29,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,0,58037,2014,2014,-0.5440894477986963,-0.060213277365792774,-0.9981855344718586,1,2015-06-29,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,0,75680,2014,2014,-0.2786562612444685,-0.060213277365792774,-0.9981855344718586,0,2015-06-29,false,false
07,JUGOVZHODNA SLOVENIJA,2015-07-06,2015-07-13,2015-08-31,2,142405,2014,2014,0.3535049247329101,-0.060213277365792774,-0.9981855344718586,1,2015-06-29,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,3,531260,2014,2014,1.6700813576027864,-0.060213277365792774,-0.9981855344718586,9,2015-06-29,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,2,203894,2014,2014,0.7124300649700509,-0.060213277365792774,-0.9981855344718586,5,2015-06-29,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,1,52449,2014,2014,-0.6453289171044698,-0.060213277365792774,-0.9981855344718586,0,2015-06-29,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-07-06,2015-07-13,2015-08-31,0,118374,2014,2014,0.16867891775279603,-0.060213277365792774,-0.9981855344718586,1,2015-06-29,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,0,117133,2014,2014,0.15813985533292868,-0.17976658572556214,-0.9837092937736098,2,2015-07-06,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,0,323328,2014,2014,1.1734971018598253,-0.17976658572556214,-0.9837092937736098,4,2015-07-06,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,2,71546,2014,2014,-0.33482958650993744,-0.17976658572556214,-0.9837092937736098,2,2015-07-06,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,2,254131,2014,2014,0.9326796961096366,-0.17976658572556214,-0.9837092937736098,3,2015-07-06,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,0,58037,2014,2014,-0.5440894477986963,-0.17976658572556214,-0.9837092937736098,2,2015-07-06,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,0,75680,2014,2014,-0.2786562612444685,-0.17976658572556214,-0.9837092937736098,0,2015-07-06,false,false
07,JUGOVZHODNA SLOVENIJA,2015-07-13,2015-07-20,2015-09-07,1,142405,2014,2014,0.3535049247329101,-0.17976658572556214,-0.9837092937736098,2,2015-07-06,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,3,531260,2014,2014,1.6700813576027864,-0.17976658572556214,-0.9837092937736098,11,2015-07-06,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,2,203894,2014,2014,0.7124300649700509,-0.17976658572556214,-0.9837092937736098,5,2015-07-06,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,0,52449,2014,2014,-0.6453289171044698,-0.17976658572556214,-0.9837092937736098,0,2015-07-06,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-07-13,2015-07-20,2015-09-07,0,118374,2014,2014,0.16867891775279603,-0.17976658572556214,-0.9837092937736098,1,2015-07-06,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,0,117133,2014,2014,0.15813985533292868,-0.2967128192734901,-0.9549667548552553,1,2015-07-13,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,0,323328,2014,2014,1.1734971018598253,-0.2967128192734901,-0.9549667548552553,6,2015-07-13,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,2,71546,2014,2014,-0.33482958650993744,-0.2967128192734901,-0.9549667548552553,3,2015-07-13,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,2,254131,2014,2014,0.9326796961096366,-0.2967128192734901,-0.9549667548552553,4,2015-07-13,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,0,58037,2014,2014,-0.5440894477986963,-0.2967128192734901,-0.9549667548552553,2,2015-07-13,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,0,75680,2014,2014,-0.2786562612444685,-0.2967128192734901,-0.9549667548552553,0,2015-07-13,false,false
07,JUGOVZHODNA SLOVENIJA,2015-07-20,2015-07-27,2015-09-14,2,142405,2014,2014,0.3535049247329101,-0.2967128192734901,-0.9549667548552553,3,2015-07-13,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,2,531260,2014,2014,1.6700813576027864,-0.2967128192734901,-0.9549667548552553,9,2015-07-13,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,1,203894,2014,2014,0.7124300649700509,-0.2967128192734901,-0.9549667548552553,5,2015-07-13,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,0,52449,2014,2014,-0.6453289171044698,-0.2967128192734901,-0.9549667548552553,1,2015-07-13,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-07-20,2015-07-27,2015-09-14,0,118374,2014,2014,0.16867891775279603,-0.2967128192734901,-0.9549667548552553,1,2015-07-13,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,0,117133,2014,2014,0.15813985533292868,-0.4093559588156211,-0.9123747579707274,1,2015-07-20,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,0,323328,2014,2014,1.1734971018598253,-0.4093559588156211,-0.9123747579707274,6,2015-07-20,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,2,71546,2014,2014,-0.33482958650993744,-0.4093559588156211,-0.9123747579707274,3,2015-07-20,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,2,254131,2014,2014,0.9326796961096366,-0.4093559588156211,-0.9123747579707274,4,2015-07-20,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,0,58037,2014,2014,-0.5440894477986963,-0.4093559588156211,-0.9123747579707274,2,2015-07-20,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,0,75680,2014,2014,-0.2786562612444685,-0.4093559588156211,-0.9123747579707274,0,2015-07-20,false,false
07,JUGOVZHODNA SLOVENIJA,2015-07-27,2015-08-03,2015-09-21,2,142405,2014,2014,0.3535049247329101,-0.4093559588156211,-0.9123747579707274,3,2015-07-20,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,2,531260,2014,2014,1.6700813576027864,-0.4093559588156211,-0.9123747579707274,10,2015-07-20,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,1,203894,2014,2014,0.7124300649700509,-0.4093559588156211,-0.9123747579707274,6,2015-07-20,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,0,52449,2014,2014,-0.6453289171044698,-0.4093559588156211,-0.9123747579707274,1,2015-07-20,false,false
11,GORIŠKA STATISTIČNA REGIJA,2015-07-27,2015-08-03,2015-09-21,0,118374,2014,2014,0.16867891775279603,-0.4093559588156211,-0.9123747579707274,1,2015-07-20,false,false
01,POMURSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,0,117133,2014,2014,0.15813985533292868,-0.5160623910158526,-0.8565509959010037,1,2015-07-27,false,false
02,PODRAVSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,1,323328,2014,2014,1.1734971018598253,-0.5160623910158526,-0.8565509959010037,6,2015-07-27,false,false
03,KOROŠKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,2,71546,2014,2014,-0.33482958650993744,-0.5160623910158526,-0.8565509959010037,3,2015-07-27,false,false
04,SAVINJSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,2,254131,2014,2014,0.9326796961096366,-0.5160623910158526,-0.8565509959010037,5,2015-07-27,false,false
05,ZASAVSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,0,58037,2014,2014,-0.5440894477986963,-0.5160623910158526,-0.8565509959010037,2,2015-07-27,false,false
06,POSAVSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,0,75680,2014,2014,-0.2786562612444685,-0.5160623910158526,-0.8565509959010037,0,2015-07-27,false,false
07,JUGOVZHODNA SLOVENIJA,2015-08-03,2015-08-10,2015-09-28,1,142405,2014,2014,0.3535049247329101,-0.5160623910158526,-0.8565509959010037,3,2015-07-27,false,false
08,OSREDNJESLOVENSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,1,531260,2014,2014,1.6700813576027864,-0.5160623910158526,-0.8565509959010037,8,2015-07-27,false,false
09,GORENJSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,2,203894,2014,2014,0.7124300649700509,-0.5160623910158526,-0.8565509959010037,4,2015-07-27,false,false
10,PRIMORSKO-NOTRANJSKA STATISTIČNA REGIJA,2015-08-03,2015-08-10,2015-09-28,0,52449,2014,2014,-0.6453289171044698,-0.5160623910158526,-0.8565509959010037,1,2015-07-27,false,false
